date,district,week_of_year,dengue_index,respiratory_index,rainfall_index
2025-12-15,Matale,51,32.6,50.3,53.0
2025-12-22,Matale,52,14.9,43.0,42.5
2024-01-01,Matara,1,28.2,37.3,66.1
2024-01-08,Matara,2,19.9,47.2,51.0
2024-01-15,Matara,3,39.7,50.6,43.8
2024-01-22,Matara,4,12.9,31.3,43.8
2024-01-29,Matara,5,25.5,45.1,43.5
2024-02-05,Matara,6,28.0,39.7,42.9
2024-02-12,Matara,7,23.2,47.4,37.2
2024-02-19,Matara,8,18.2,39.2,35.0
2024-02-26,Matara,9,19.3,41.2,38.0
2024-03-04,Matara,10,18.4,41.4,34.1
2024-03-11,Matara,11,16.6,24.6,51.1
2024-03-18,Matara,12,30.1,26.5,42.9
2024-03-25,Matara,13,19.9,26.3,42.7
2024-04-01,Matara,14,21.3,23.2,32.6
2024-04-08,Matara,15,20.7,21.0,38.8
2024-04-15,Matara,16,18.8,5.7,43.6
2024-04-22,Matara,17,30.9,13.3,47.2
2024-04-29,Matara,18,24.6,4.1,49.1
2024-05-06,Matara,19,19.3,3.3,60.8
2024-05-13,Matara,20,31.5,3.0,50.1
2024-05-20,Matara,21,30.8,0.0,57.9
2024-05-27,Matara,22,20.3,1.4,45.1
2024-06-03,Matara,23,40.3,0.0,31.9
2024-06-10,Matara,24,27.6,0.0,52.7
2024-06-17,Matara,25,30.9,0.0,57.3
2024-06-24,Matara,26,38.8,0.0,55.8
2024-07-01,Matara,27,41.2,0.0,54.2
2024-07-08,Matara,28,61.7,0.2,46.5
2024-07-15,Matara,29,55.2,0.0,41.9
2024-07-22,Matara,30,40.8,0.0,55.5
2024-07-29,Matara,31,45.0,4.1,54.3
2024-08-05,Matara,32,50.0,5.9,44.4
2024-08-12,Matara,33,33.8,2.2,61.1
2024-08-19,Matara,34,26.6,6.2,41.2
2024-08-26,Matara,35,38.6,0.4,44.2
2024-09-02,Matara,36,11.8,14.5,66.4
2024-09-09,Matara,37,0.0,9.1,58.7
2024-09-16,Matara,38,4.9,15.9,46.4
2024-09-23,Matara,39,0.0,22.0,52.9
2024-09-30,Matara,40,0.0,24.8,51.5
2024-10-07,Matara,41,0.0,30.1,22.5
2024-10-14,Matara,42,0.0,28.2,40.9
2024-10-21,Matara,43,0.0,31.9,49.5
2024-10-28,Matara,44,0.0,35.6,46.4
2024-11-04,Matara,45,0.0,30.3,52.5
2024-11-11,Matara,46,1.7,35.2,61.3
2024-11-18,Matara,47,22.2,44.6,46.8
2024-11-25,Matara,48,29.5,39.2,39.4
2024-12-02,Matara,49,18.8,45.5,53.2
2024-12-09,Matara,50,16.1,45.0,46.7
2024-12-16,Matara,51,26.6,45.3,48.4
2024-12-23,Matara,52,23.4,55.7,47.1
2024-12-30,Matara,1,21.5,50.0,72.4
2025-01-06,Matara,2,25.5,43.3,27.6
2025-01-13,Matara,3,23.1,43.2,46.1
2025-01-20,Matara,4,11.2,45.4,50.0
2025-01-27,Matara,5,25.5,52.1,42.2
2025-02-03,Matara,6,24.8,39.5,59.0
2025-02-10,Matara,7,8.2,40.4,58.1
2025-02-17,Matara,8,25.9,40.1,49.5
2025-02-24,Matara,9,38.1,44.8,37.3
2025-03-03,Matara,10,27.6,31.0,38.9
2025-03-10,Matara,11,16.1,32.5,39.0
2025-03-17,Matara,12,15.0,32.6,39.2
2025-03-24,Matara,13,21.8,21.9,38.1
2025-03-31,Matara,14,26.9,24.1,42.5
2025-04-07,Matara,15,9.1,19.6,47.5
2025-04-14,Matara,16,22.4,24.7,27.7
2025-04-21,Matara,17,20.2,20.8,29.5
2025-04-28,Matara,18,17.4,6.9,32.5
2025-05-05,Matara,19,8.4,12.6,58.7
2025-05-12,Matara,20,24.9,7.2,52.5
2025-05-19,Matara,21,34.6,8.3,55.1
2025-05-26,Matara,22,27.9,0.0,35.7
2025-06-02,Matara,23,42.1,0.4,67.8
2025-06-09,Matara,24,30.3,0.0,43.9
2025-06-16,Matara,25,49.8,0.0,51.7
2025-06-23,Matara,26,50.1,0.0,58.5
2025-06-30,Matara,27,53.8,0.0,40.1
2025-07-07,Matara,28,53.7,0.0,44.5
2025-07-14,Matara,29,48.8,7.4,51.8
2025-07-21,Matara,30,57.7,0.0,78.6
2025-07-28,Matara,31,48.1,4.1,53.0
2025-08-04,Matara,32,58.3,0.0,66.1
2025-08-11,Matara,33,37.4,0.0,62.1
2025-08-18,Matara,34,41.7,15.7,53.7
2025-08-25,Matara,35,27.1,0.0,40.1
2025-09-01,Matara,36,20.6,4.8,60.6
2025-09-08,Matara,37,2.1,19.0,35.0
2025-09-15,Matara,38,7.8,11.7,66.0
2025-09-22,Matara,39,0.0,19.8,52.0
2025-09-29,Matara,40,0.0,20.9,23.5
2025-10-06,Matara,41,0.0,27.7,46.6
2025-10-13,Matara,42,0.0,20.4,56.5
2025-10-20,Matara,43,0.0,18.0,47.6
2025-10-27,Matara,44,0.0,29.9,57.2
2025-11-03,Matara,45,3.3,40.8,41.5
2025-11-10,Matara,46,18.0,37.5,36.9
2025-11-17,Matara,47,16.8,42.3,49.3
2025-11-24,Matara,48,8.8,52.5,50.3
2025-12-01,Matara,49,14.2,47.3,46.5
2025-12-08,Matara,50,25.4,45.4,62.3
2025-12-15,Matara,51,19.0,52.2,41.5
2025-12-22,Matara,52,17.3,46.5,53.1
2024-01-01,Monaragala,1,27.8,59.9,44.4
2024-01-08,Monaragala,2,15.6,43.2,43.2
2024-01-15,Monaragala,3,16.1,54.2,54.3
2024-01-22,Monaragala,4,27.2,43.6,60.8
2024-01-29,Monaragala,5,24.5,41.1,46.6
2024-02-05,Monaragala,6,31.6,40.0,57.8
2024-02-12,Monaragala,7,20.4,44.2,50.5
2024-02-19,Monaragala,8,24.2,39.2,41.1
2024-02-26,Monaragala,9,23.2,42.6,37.4
2024-03-04,Monaragala,10,30.2,39.0,37.0
2024-03-11,Monaragala,11,24.0,32.9,33.0
2024-03-18,Monaragala,12,14.9,32.6,44.3
2024-03-25,Monaragala,13,18.9,19.6,42.3
2024-04-01,Monaragala,14,19.3,26.0,24.1
2024-04-08,Monaragala,15,17.6,30.9,23.5
2024-04-15,Monaragala,16,18.1,24.3,44.2
2024-04-22,Monaragala,17,16.6,16.8,31.8
2024-04-29,Monaragala,18,15.6,10.5,53.0
2024-05-06,Monaragala,19,17.6,0.3,57.8
2024-05-13,Monaragala,20,20.7,6.2,37.3
2024-05-20,Monaragala,21,27.8,8.2,35.9
2024-05-27,Monaragala,22,15.7,1.8,66.7
2024-06-03,Monaragala,23,24.9,0.0,53.5
2024-06-10,Monaragala,24,39.0,5.1,45.8
2024-06-17,Monaragala,25,33.9,0.2,40.7
2024-06-24,Monaragala,26,55.9,0.0,44.9
2024-07-01,Monaragala,27,48.3,0.0,38.1
2024-07-08,Monaragala,28,61.0,0.0,58.8
2024-07-15,Monaragala,29,49.5,6.2,42.2
2024-07-22,Monaragala,30,57.7,0.0,60.9
2024-07-29,Monaragala,31,41.5,3.4,46.0
2024-08-05,Monaragala,32,42.4,0.0,39.6
2024-08-12,Monaragala,33,35.4,0.0,45.7
2024-08-19,Monaragala,34,36.8,10.7,23.8
2024-08-26,Monaragala,35,16.3,5.0,48.8
2024-09-02,Monaragala,36,0.0,5.6,48.3
2024-09-09,Monaragala,37,14.8,23.6,58.2
2024-09-16,Monaragala,38,7.0,18.9,31.1
2024-09-23,Monaragala,39,0.0,13.0,61.6
2024-09-30,Monaragala,40,1.6,20.3,58.2
2024-10-07,Monaragala,41,9.4,30.6,62.5
2024-10-14,Monaragala,42,0.0,25.2,49.5
2024-10-21,Monaragala,43,0.0,29.5,60.1
2024-10-28,Monaragala,44,0.0,51.3,35.3
2024-11-04,Monaragala,45,0.0,36.8,57.1
2024-11-11,Monaragala,46,8.3,40.2,42.3
2024-11-18,Monaragala,47,18.6,38.5,33.5
2024-11-25,Monaragala,48,21.3,47.3,38.8
2024-12-02,Monaragala,49,20.0,47.5,50.1
2024-12-09,Monaragala,50,28.1,51.8,41.8
2024-12-16,Monaragala,51,23.5,40.3,53.8
2024-12-23,Monaragala,52,16.9,48.9,31.9
2024-12-30,Monaragala,1,25.7,48.3,28.7
2025-01-06,Monaragala,2,12.0,39.3,63.7
2025-01-13,Monaragala,3,6.7,44.2,59.0
2025-01-20,Monaragala,4,18.3,42.4,39.5
2025-01-27,Monaragala,5,23.3,38.0,50.0
2025-02-03,Monaragala,6,22.1,45.2,60.2
2025-02-10,Monaragala,7,19.7,38.4,54.2
2025-02-17,Monaragala,8,29.3,35.3,51.5
2025-02-24,Monaragala,9,19.6,42.5,51.0
2025-03-03,Monaragala,10,28.8,39.7,32.7
2025-03-10,Monaragala,11,28.9,22.9,40.3
2025-03-17,Monaragala,12,25.9,32.0,39.8
2025-03-24,Monaragala,13,26.2,29.4,37.3
2025-03-31,Monaragala,14,20.2,23.2,36.1
2025-04-07,Monaragala,15,21.4,19.3,40.7
2025-04-14,Monaragala,16,24.0,10.0,40.3
2025-04-21,Monaragala,17,17.0,26.9,29.5
2025-04-28,Monaragala,18,16.3,8.5,58.0
2025-05-05,Monaragala,19,11.6,11.4,40.2
2025-05-12,Monaragala,20,21.0,5.3,47.8
2025-05-19,Monaragala,21,25.2,0.7,47.0
2025-05-26,Monaragala,22,27.1,5.5,53.6
2025-06-02,Monaragala,23,35.6,4.2,28.8
2025-06-09,Monaragala,24,57.5,3.1,58.9
2025-06-16,Monaragala,25,38.5,0.0,43.2
2025-06-23,Monaragala,26,49.8,3.0,62.2
2025-06-30,Monaragala,27,59.3,5.6,45.2
2025-07-07,Monaragala,28,61.2,0.0,49.5
2025-07-14,Monaragala,29,54.3,0.0,69.1
2025-07-21,Monaragala,30,42.0,0.7,47.2
2025-07-28,Monaragala,31,56.6,3.0,62.4
2025-08-04,Monaragala,32,45.0,4.5,50.4
2025-08-11,Monaragala,33,34.8,2.6,54.2
2025-08-18,Monaragala,34,21.3,0.0,50.7
2025-08-25,Monaragala,35,28.7,3.3,58.5
2025-09-01,Monaragala,36,21.3,17.5,43.1
2025-09-08,Monaragala,37,7.9,18.1,40.2
2025-09-15,Monaragala,38,0.0,8.2,43.6
2025-09-22,Monaragala,39,0.0,17.0,51.0
2025-09-29,Monaragala,40,0.0,32.7,47.8
2025-10-06,Monaragala,41,0.0,26.4,57.1
2025-10-13,Monaragala,42,0.0,31.1,63.0
2025-10-20,Monaragala,43,0.0,34.7,40.2
2025-10-27,Monaragala,44,0.0,31.4,42.7
2025-11-03,Monaragala,45,5.7,47.7,35.6
2025-11-10,Monaragala,46,9.8,31.5,70.3
2025-11-17,Monaragala,47,13.5,52.9,53.0
2025-11-24,Monaragala,48,29.7,49.7,54.8
2025-12-01,Monaragala,49,19.5,46.4,36.6
2025-12-08,Monaragala,50,28.2,47.9,50.0
2025-12-15,Monaragala,51,14.4,42.0,55.1
2025-12-22,Monaragala,52,28.9,53.7,47.5
2024-01-01,Mullaitivu,1,27.0,44.8,85.1
2024-01-08,Mullaitivu,2,38.2,48.1,88.0
2024-01-15,Mullaitivu,3,30.3,48.2,71.3
2024-01-22,Mullaitivu,4,42.6,35.1,66.9
2024-01-29,Mullaitivu,5,33.1,44.4,83.5
2024-02-05,Mullaitivu,6,26.5,33.0,77.1
2024-02-12,Mullaitivu,7,38.7,33.7,60.2
2024-02-19,Mullaitivu,8,30.1,37.4,59.7
2024-02-26,Mullaitivu,9,30.4,37.0,26.9
2024-03-04,Mullaitivu,10,21.8,39.1,20.2
2024-03-11,Mullaitivu,11,22.1,47.0,21.7
2024-03-18,Mullaitivu,12,5.0,32.7,32.7
2024-03-25,Mullaitivu,13,8.0,33.7,29.6
2024-04-01,Mullaitivu,14,12.2,21.3,35.3
2024-04-08,Mullaitivu,15,13.3,26.2,2.7
2024-04-15,Mullaitivu,16,20.5,22.8,24.5
2024-04-22,Mullaitivu,17,8.8,10.2,28.9
2024-04-29,Mullaitivu,18,19.7,17.7,2.7
2024-05-06,Mullaitivu,19,23.6,10.5,11.5
2024-05-13,Mullaitivu,20,0.0,11.8,9.6
2024-05-20,Mullaitivu,21,19.2,9.4,18.2
2024-05-27,Mullaitivu,22,9.7,0.0,34.3
2024-06-03,Mullaitivu,23,31.2,0.0,38.2
2024-06-10,Mullaitivu,24,27.9,8.0,9.9
2024-06-17,Mullaitivu,25,28.2,8.6,23.3
2024-06-24,Mullaitivu,26,39.4,6.1,23.6
2024-07-01,Mullaitivu,27,46.4,0.9,21.9
2024-07-08,Mullaitivu,28,38.5,1.2,22.0
2024-07-15,Mullaitivu,29,38.5,5.0,21.0
2024-07-22,Mullaitivu,30,47.5,8.8,34.9
2024-07-29,Mullaitivu,31,41.2,8.1,29.0
2024-08-05,Mullaitivu,32,36.6,5.9,7.4
2024-08-12,Mullaitivu,33,33.5,5.5,26.0
2024-08-19,Mullaitivu,34,19.0,4.1,26.9
2024-08-26,Mullaitivu,35,10.5,15.8,21.1
2024-09-02,Mullaitivu,36,14.2,9.1,29.3
2024-09-09,Mullaitivu,37,4.4,15.5,19.9
2024-09-16,Mullaitivu,38,0.0,28.1,20.0
2024-09-23,Mullaitivu,39,0.0,28.1,19.2
2024-09-30,Mullaitivu,40,0.0,22.0,29.8
2024-10-07,Mullaitivu,41,0.0,22.0,49.2
2024-10-14,Mullaitivu,42,0.0,17.7,43.3
2024-10-21,Mullaitivu,43,0.0,30.4,38.1
2024-10-28,Mullaitivu,44,1.0,33.7,64.3
2024-11-04,Mullaitivu,45,0.0,38.9,55.0
2024-11-11,Mullaitivu,46,17.7,35.3,49.7
2024-11-18,Mullaitivu,47,14.4,30.9,44.4
2024-11-25,Mullaitivu,48,16.4,38.9,53.0
2024-12-02,Mullaitivu,49,21.8,35.4,79.9
2024-12-09,Mullaitivu,50,20.8,38.0,61.7
2024-12-16,Mullaitivu,51,33.0,45.9,70.0
2024-12-23,Mullaitivu,52,28.9,43.1,78.7
2024-12-30,Mullaitivu,1,19.8,44.3,50.6
2025-01-06,Mullaitivu,2,29.2,42.4,69.4
2025-01-13,Mullaitivu,3,23.6,51.5,65.7
2025-01-20,Mullaitivu,4,33.7,38.1,68.7
2025-01-27,Mullaitivu,5,31.8,45.6,65.0
2025-02-03,Mullaitivu,6,23.8,44.1,71.4
2025-02-10,Mullaitivu,7,26.5,28.3,89.2
2025-02-17,Mullaitivu,8,32.2,37.6,66.8
2025-02-24,Mullaitivu,9,33.4,40.3,24.9
2025-03-03,Mullaitivu,10,23.7,38.4,41.9
2025-03-10,Mullaitivu,11,15.2,37.2,16.5
2025-03-17,Mullaitivu,12,22.7,24.2,40.1
2025-03-24,Mullaitivu,13,7.6,18.6,22.1
2025-03-31,Mullaitivu,14,23.4,18.0,39.8
2025-04-07,Mullaitivu,15,15.4,24.4,29.5
2025-04-14,Mullaitivu,16,23.6,14.2,25.1
2025-04-21,Mullaitivu,17,16.5,26.3,21.3
2025-04-28,Mullaitivu,18,25.8,21.5,11.8
2025-05-05,Mullaitivu,19,16.4,8.0,18.8
2025-05-12,Mullaitivu,20,15.9,8.6,27.0
2025-05-19,Mullaitivu,21,17.0,5.4,17.9
2025-05-26,Mullaitivu,22,15.1,8.0,14.8
2025-06-02,Mullaitivu,23,22.0,8.0,15.5
2025-06-09,Mullaitivu,24,22.9,0.0,27.9
2025-06-16,Mullaitivu,25,42.3,13.6,30.3
2025-06-23,Mullaitivu,26,43.7,0.0,11.3
2025-06-30,Mullaitivu,27,40.5,5.9,11.3
2025-07-07,Mullaitivu,28,49.2,0.0,21.8
2025-07-14,Mullaitivu,29,40.4,1.7,33.3
2025-07-21,Mullaitivu,30,47.8,0.5,29.5
2025-07-28,Mullaitivu,31,33.3,10.1,5.5
2025-08-04,Mullaitivu,32,43.5,6.7,15.4
2025-08-11,Mullaitivu,33,26.0,7.6,8.7
2025-08-18,Mullaitivu,34,14.7,16.3,15.3
2025-08-25,Mullaitivu,35,12.9,13.2,34.0
2025-09-01,Mullaitivu,36,14.4,12.5,3.8
2025-09-08,Mullaitivu,37,0.9,21.7,1.8
2025-09-15,Mullaitivu,38,0.0,26.5,9.7
2025-09-22,Mullaitivu,39,0.0,18.9,20.9
2025-09-29,Mullaitivu,40,0.0,22.4,56.2
2025-10-06,Mullaitivu,41,0.0,26.8,54.4
2025-10-13,Mullaitivu,42,0.0,28.3,61.8
2025-10-20,Mullaitivu,43,0.0,30.4,32.4
2025-10-27,Mullaitivu,44,3.6,30.7,61.9
2025-11-03,Mullaitivu,45,8.0,43.9,46.9
2025-11-10,Mullaitivu,46,16.4,39.9,57.3
2025-11-17,Mullaitivu,47,14.4,36.9,36.8
2025-11-24,Mullaitivu,48,23.9,43.6,50.0
2025-12-01,Mullaitivu,49,20.4,43.6,72.4
2025-12-08,Mullaitivu,50,28.5,37.7,81.6
2025-12-15,Mullaitivu,51,25.6,53.4,54.1
2025-12-22,Mullaitivu,52,37.1,42.3,70.3
2024-01-01,Nuwara Eliya,1,23.6,51.7,48.9
2024-01-08,Nuwara Eliya,2,22.8,63.4,49.0
2024-01-15,Nuwara Eliya,3,23.6,47.7,50.3
2024-01-22,Nuwara Eliya,4,12.4,42.5,54.7
2024-01-29,Nuwara Eliya,5,30.0,34.2,75.3
2024-02-05,Nuwara Eliya,6,11.5,43.0,51.9
2024-02-12,Nuwara Eliya,7,38.8,40.4,56.6
2024-02-19,Nuwara Eliya,8,21.6,32.3,33.1
2024-02-26,Nuwara Eliya,9,27.7,40.7,45.2
2024-03-04,Nuwara Eliya,10,7.2,37.9,62.3
2024-03-11,Nuwara Eliya,11,26.2,36.4,54.0
2024-03-18,Nuwara Eliya,12,30.2,38.3,6.1
2024-03-25,Nuwara Eliya,13,27.3,28.9,56.7
2024-04-01,Nuwara Eliya,14,0.0,12.1,69.2
2024-04-08,Nuwara Eliya,15,20.6,21.8,30.0
2024-04-15,Nuwara Eliya,16,31.1,15.9,65.2
2024-04-22,Nuwara Eliya,17,23.7,23.5,22.3
2024-04-29,Nuwara Eliya,18,22.3,6.2,89.4
2024-05-06,Nuwara Eliya,19,9.6,2.9,79.9
2024-05-13,Nuwara Eliya,20,36.8,0.0,56.5
2024-05-20,Nuwara Eliya,21,46.4,1.4,84.5
2024-05-27,Nuwara Eliya,22,21.4,5.3,91.5
2024-06-03,Nuwara Eliya,23,38.4,0.0,83.6
2024-06-10,Nuwara Eliya,24,46.5,2.0,85.8
2024-06-17,Nuwara Eliya,25,52.3,0.0,75.9
2024-06-24,Nuwara Eliya,26,65.7,0.0,61.4
2024-07-01,Nuwara Eliya,27,58.5,0.0,86.9
2024-07-08,Nuwara Eliya,28,71.4,0.0,97.5
2024-07-15,Nuwara Eliya,29,64.6,0.0,91.3
2024-07-22,Nuwara Eliya,30,73.2,0.0,60.1
2024-07-29,Nuwara Eliya,31,58.4,0.0,64.9
2024-08-05,Nuwara Eliya,32,38.8,0.0,71.5
2024-08-12,Nuwara Eliya,33,41.1,10.5,64.1
2024-08-19,Nuwara Eliya,34,39.8,0.0,80.4
2024-08-26,Nuwara Eliya,35,22.9,10.1,83.9
2024-09-02,Nuwara Eliya,36,31.7,8.7,65.7
2024-09-09,Nuwara Eliya,37,16.6,13.6,87.8
2024-09-16,Nuwara Eliya,38,1.9,13.1,86.0
2024-09-23,Nuwara Eliya,39,23.3,16.8,74.5
2024-09-30,Nuwara Eliya,40,1.1,21.8,68.3
2024-10-07,Nuwara Eliya,41,0.0,18.5,50.5
2024-10-14,Nuwara Eliya,42,2.9,31.6,66.7
2024-10-21,Nuwara Eliya,43,0.0,26.5,70.1
2024-10-28,Nuwara Eliya,44,0.0,30.1,71.7
2024-11-04,Nuwara Eliya,45,5.8,28.1,73.8
2024-11-11,Nuwara Eliya,46,26.9,38.1,72.4
2024-11-18,Nuwara Eliya,47,26.4,43.0,67.4
2024-11-25,Nuwara Eliya,48,34.3,37.6,72.9
2024-12-02,Nuwara Eliya,49,29.9,41.8,60.0
2024-12-09,Nuwara Eliya,50,32.5,47.7,49.0
2024-12-16,Nuwara Eliya,51,23.7,39.6,53.2
2024-12-23,Nuwara Eliya,52,23.6,46.6,48.1
2024-12-30,Nuwara Eliya,1,12.6,51.0,43.5
2025-01-06,Nuwara Eliya,2,28.2,59.2,55.2
2025-01-13,Nuwara Eliya,3,18.7,44.9,44.4
2025-01-20,Nuwara Eliya,4,17.9,46.3,53.9
2025-01-27,Nuwara Eliya,5,22.5,40.5,50.3
2025-02-03,Nuwara Eliya,6,23.1,33.6,47.0
2025-02-10,Nuwara Eliya,7,28.6,37.9,46.7
2025-02-17,Nuwara Eliya,8,21.9,32.7,44.9
2025-02-24,Nuwara Eliya,9,18.5,37.8,33.5
2025-03-03,Nuwara Eliya,10,21.4,35.9,53.8
2025-03-10,Nuwara Eliya,11,26.7,34.7,52.3
2025-03-17,Nuwara Eliya,12,29.9,34.4,58.5
2025-03-24,Nuwara Eliya,13,27.1,26.1,44.7
2025-03-31,Nuwara Eliya,14,31.6,25.0,69.0
2025-04-07,Nuwara Eliya,15,25.3,12.8,46.2
2025-04-14,Nuwara Eliya,16,23.7,16.5,41.2
2025-04-21,Nuwara Eliya,17,26.5,15.0,40.1
2025-04-28,Nuwara Eliya,18,27.2,15.6,62.7
2025-05-05,Nuwara Eliya,19,27.2,7.5,95.3
2025-05-12,Nuwara Eliya,20,20.6,1.8,93.7
2025-05-19,Nuwara Eliya,21,32.9,0.0,86.0
2025-05-26,Nuwara Eliya,22,34.4,5.4,71.0
2025-06-02,Nuwara Eliya,23,43.7,3.2,98.1
2025-06-09,Nuwara Eliya,24,44.3,7.4,76.5
2025-06-16,Nuwara Eliya,25,58.4,0.0,77.3
2025-06-23,Nuwara Eliya,26,48.0,0.0,94.4
2025-06-30,Nuwara Eliya,27,56.2,0.0,86.6
2025-07-07,Nuwara Eliya,28,73.8,0.0,100.0
2025-07-14,Nuwara Eliya,29,70.6,0.0,82.5
2025-07-21,Nuwara Eliya,30,65.7,0.0,76.0
2025-07-28,Nuwara Eliya,31,62.1,4.5,73.9
2025-08-04,Nuwara Eliya,32,52.9,10.1,61.5
2025-08-11,Nuwara Eliya,33,49.5,0.0,77.2
2025-08-18,Nuwara Eliya,34,38.6,8.2,91.4
2025-08-25,Nuwara Eliya,35,43.1,8.8,86.0
2025-09-01,Nuwara Eliya,36,28.4,5.3,80.2
2025-09-08,Nuwara Eliya,37,23.3,19.0,70.1
2025-09-15,Nuwara Eliya,38,14.8,13.9,82.3
2025-09-22,Nuwara Eliya,39,4.6,11.8,90.1
2025-09-29,Nuwara Eliya,40,3.7,19.5,74.3
2025-10-06,Nuwara Eliya,41,15.6,21.1,71.7
2025-10-13,Nuwara Eliya,42,0.8,22.4,62.0
2025-10-20,Nuwara Eliya,43,5.8,33.9,78.7
2025-10-27,Nuwara Eliya,44,11.7,36.8,38.7
2025-11-03,Nuwara Eliya,45,15.2,32.4,73.8
2025-11-10,Nuwara Eliya,46,8.8,33.8,95.7
2025-11-17,Nuwara Eliya,47,23.3,41.2,54.9
2025-11-24,Nuwara Eliya,48,39.4,39.0,67.6
2025-12-01,Nuwara Eliya,49,23.0,53.2,49.9
2025-12-08,Nuwara Eliya,50,44.5,40.5,45.4
2025-12-15,Nuwara Eliya,51,15.4,40.4,60.4
2025-12-22,Nuwara Eliya,52,21.0,51.1,54.7
2024-01-01,Polonnaruwa,1,39.4,45.6,75.9
2024-01-08,Polonnaruwa,2,29.0,40.9,71.7
2024-01-15,Polonnaruwa,3,29.0,45.7,75.3
2024-01-22,Polonnaruwa,4,24.7,47.7,63.1
2024-01-29,Polonnaruwa,5,43.4,41.7,67.6
2024-02-05,Polonnaruwa,6,18.9,33.4,69.8
2024-02-12,Polonnaruwa,7,32.9,40.3,54.2
2024-02-19,Polonnaruwa,8,34.2,35.1,58.4
2024-02-26,Polonnaruwa,9,29.2,41.8,10.8
2024-03-04,Polonnaruwa,10,21.1,35.2,29.6
2024-03-11,Polonnaruwa,11,4.1,45.1,24.5
2024-03-18,Polonnaruwa,12,16.3,35.0,28.1
2024-03-25,Polonnaruwa,13,12.1,27.2,3.6
2024-04-01,Polonnaruwa,14,15.0,34.4,7.2
2024-04-08,Polonnaruwa,15,6.0,18.3,28.6
2024-04-15,Polonnaruwa,16,11.1,26.5,0.0
2024-04-22,Polonnaruwa,17,26.4,17.8,34.2
2024-04-29,Polonnaruwa,18,11.9,22.0,0.0
2024-05-06,Polonnaruwa,19,11.3,7.0,26.4
2024-05-13,Polonnaruwa,20,1.5,5.4,9.1
2024-05-20,Polonnaruwa,21,20.7,8.5,28.5
2024-05-27,Polonnaruwa,22,11.2,0.0,50.1
2024-06-03,Polonnaruwa,23,36.1,3.4,0.0
2024-06-10,Polonnaruwa,24,49.3,0.0,25.0
2024-06-17,Polonnaruwa,25,23.0,0.0,0.0
2024-06-24,Polonnaruwa,26,42.4,0.0,22.3
2024-07-01,Polonnaruwa,27,29.6,0.0,15.9
2024-07-08,Polonnaruwa,28,49.1,5.8,19.3
2024-07-15,Polonnaruwa,29,53.4,1.0,8.9
2024-07-22,Polonnaruwa,30,43.2,0.0,25.8
2024-07-29,Polonnaruwa,31,33.3,4.7,3.5
2024-08-05,Polonnaruwa,32,38.4,10.0,30.4
2024-08-12,Polonnaruwa,33,28.9,5.0,13.9
2024-08-19,Polonnaruwa,34,30.3,12.6,4.0
2024-08-26,Polonnaruwa,35,10.2,7.2,33.9
2024-09-02,Polonnaruwa,36,0.0,24.5,17.3
2024-09-09,Polonnaruwa,37,6.1,16.4,37.1
2024-09-16,Polonnaruwa,38,0.0,31.7,30.2
2024-09-23,Polonnaruwa,39,2.3,21.9,10.0
2024-09-30,Polonnaruwa,40,0.0,21.5,49.2
2024-10-07,Polonnaruwa,41,0.0,21.8,51.2
2024-10-14,Polonnaruwa,42,0.0,33.4,65.3
2024-10-21,Polonnaruwa,43,0.0,25.1,54.4
2024-10-28,Polonnaruwa,44,0.0,31.7,51.8
2024-11-04,Polonnaruwa,45,16.4,42.0,48.0
2024-11-11,Polonnaruwa,46,15.3,37.8,49.5
2024-11-18,Polonnaruwa,47,13.5,32.0,63.0
2024-11-25,Polonnaruwa,48,27.5,45.5,50.0
2024-12-02,Polonnaruwa,49,34.6,41.2,66.1
2024-12-09,Polonnaruwa,50,22.1,44.6,64.4
2024-12-16,Polonnaruwa,51,33.2,37.2,64.5
2024-12-23,Polonnaruwa,52,31.7,46.3,56.0
2024-12-30,Polonnaruwa,1,21.0,35.2,62.5
2025-01-06,Polonnaruwa,2,24.0,49.3,85.0
2025-01-13,Polonnaruwa,3,36.8,45.9,67.9
2025-01-20,Polonnaruwa,4,45.3,41.6,77.0
2025-01-27,Polonnaruwa,5,34.1,43.1,45.2
2025-02-03,Polonnaruwa,6,28.0,35.8,75.7
2025-02-10,Polonnaruwa,7,9.2,44.9,68.4
2025-02-17,Polonnaruwa,8,26.9,32.8,65.2
2025-02-24,Polonnaruwa,9,21.4,39.6,23.8
2025-03-03,Polonnaruwa,10,38.1,49.5,17.0
2025-03-10,Polonnaruwa,11,5.2,37.0,0.8
2025-03-17,Polonnaruwa,12,6.9,36.2,31.2
2025-03-24,Polonnaruwa,13,10.0,26.2,24.4
2025-03-31,Polonnaruwa,14,17.8,24.8,18.9
2025-04-07,Polonnaruwa,15,25.0,27.9,12.3
2025-04-14,Polonnaruwa,16,17.7,9.6,7.3
2025-04-21,Polonnaruwa,17,11.3,27.9,24.2
2025-04-28,Polonnaruwa,18,18.1,4.0,34.1
2025-05-05,Polonnaruwa,19,13.4,6.8,20.0
2025-05-12,Polonnaruwa,20,28.5,14.0,4.2
2025-05-19,Polonnaruwa,21,9.4,8.4,20.3
2025-05-26,Polonnaruwa,22,0.0,1.4,17.5
2025-06-02,Polonnaruwa,23,21.5,8.1,26.6
